Location Coordinate;Feature Extent;Latitude Coordinate;Longitude Coordinate;Projection;Easting Coordinate;Northing Coordinate;Class Code;Postcode;Council Ward;Suburb;GISFid;Ownership;Road Name;Road Length;Left Locality;Right Locality;Road Classification;Feature_Type;Google Maps Direction
-38.09723523715001, 145.24605916324998;"{""coordinates"": [[145.2460710641, -38.0971843056], [145.2460472624, -38.0972861687]], ""type"": ""LineString""}";-38.09723523717898;145.24605916325152;MGA2020 Zone 55;346206;5781945;Local Road;3977;Quarters;Cranbourne West;6895;Council;Tanino Road;11;CRANBOURNE WEST;CRANBOURNE WEST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.09723523717898,145.24605916325152/@your+location,17z/data=!4m2!4m1!3e0
-37.95988525411041, 145.26426948731128;"{""coordinates"": [[145.2636588955, -37.9596070586], [145.26401537, -37.9597326978], [145.2641288292, -37.959786849], [145.2642359309, -37.9598485718], [145.2643992875, -37.9599577948], [145.2647647509, -37.9601502434], [145.2648630109, -37.9602019856]], ""type"": ""LineString""}";-37.9598852541164;145.26426948731472;MGA2020 Zone 55;347519;5797216;Local Road;3802;Kalora;Endeavour Hills;6899;Council;Tarbet Court;125;ENDEAVOUR HILLS;ENDEAVOUR HILLS;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.9598852541164,145.26426948731472/@your+location,17z/data=!4m2!4m1!3e0
-37.962239082423615, 145.26523280502374;"{""coordinates"": [[[145.2643247963, -37.962205692], [145.2644104441, -37.9622116826], [145.2644500598, -37.9622144536], [145.2646166041, -37.9622249975], [145.2647834533, -37.9622318292], [145.2649504723, -37.9622349295], [145.2651175344, -37.9622343092], [145.2654096032, -37.9622242494], [145.2656244063, -37.9622244785], [145.2657183303, -37.9622363165], [145.2658078615, -37.9620963726], [145.265830181, -37.9620007417]], [[145.2657183303, -37.9622363165], [145.265705028, -37.9623431182], [145.2657078472, -37.9625487709]]], ""type"": ""MultiLineString""}";-37.96230121928909;145.2654256453751;MGA2020 Zone 55;347626;5796950;Local Road;3802;Kalora;Endeavour Hills;6906;Council;Tayport Gardens;185;ENDEAVOUR HILLS;ENDEAVOUR HILLS;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.96230121928909,145.2654256453751/@your+location,17z/data=!4m2!4m1!3e0
-38.120496140398366, 145.3213426103944;"{""coordinates"": [[145.3205060996, -38.1203924274], [145.3205962295, -38.1204036023], [145.3213623251, -38.1204985848], [145.3220889988, -38.1205886793], [145.3221791213, -38.1205998525]], ""type"": ""LineString""}";-38.12049614042521;145.32134261041617;MGA2020 Zone 55;352855;5779486;Local Road;3978;Tooradin;Clyde;6919;Council;Teviot Street;148;CLYDE;CLYDE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.12049614042521,145.32134261041617/@your+location,17z/data=!4m2!4m1!3e0
-37.999310109826, 145.26481882224448;"{""coordinates"": [[145.2649675566, -37.9984835547], [145.2649576942, -37.9985383642], [145.2646700876, -38.0001366649]], ""type"": ""LineString""}";-37.99931010983565;145.2648188222154;MGA2020 Zone 55;347649;5792842;Local Road;3803;Waratah;Hallam;6920;Council;Thanos Court;185;HALLAM;HALLAM;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.99931010983565,145.2648188222154/@your+location,17z/data=!4m2!4m1!3e0
-38.06120942032536, 145.28494222014677;"{""coordinates"": [[145.2847266963, -38.0600774256], [145.2847123506, -38.0601513167], [145.2845206856, -38.0611385134], [145.284514263, -38.0612238175], [145.28453473, -38.0612877344], [145.2845686064, -38.0613302935], [145.2858052858, -38.0619179831], [145.2858993953, -38.0619627046]], ""type"": ""LineString""}";-38.06120942032499;145.2849422201553;MGA2020 Zone 55;349540;5786011;Local Road;3805;Casuarina;Narre Warren South;6923;Council;The Common;277;NARRE WARREN SOUTH;NARRE WARREN SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.06120942032499,145.2849422201553/@your+location,17z/data=!4m2!4m1!3e0
-38.02216621314959, 145.31883525034797;"{""coordinates"": [[[145.3185466977, -38.022808704], [145.3186854458, -38.0228135345], [145.3187400718, -38.0227368556], [145.3187686477, -38.0226858234], [145.3187993381, -38.022615498], [145.3188166138, -38.0225613879], [145.3188339643, -38.0224496179], [145.3188394216, -38.02235588], [145.3188366445, -38.0222620559], [145.3188207083, -38.0221000397], [145.3188212094, -38.0220379827], [145.3188297085, -38.0219555073], [145.3188419081, -38.0218942033], [145.3188590418, -38.0218336341], [145.3189415987, -38.021607662], [145.3190109021, -38.0213442622], [145.3190271505, -38.021282507]], [[145.3186854458, -38.0228135345], [145.3188201164, -38.0228182227]]], ""type"": ""MultiLineString""}";-38.022465830076285;145.31879721663154;MGA2020 Zone 55;352435;5790360;Local Road;3806;Grevillea;Berwick;6929;Council;Theodore Terrace;198;BERWICK;BERWICK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.022465830076285,145.31879721663154/@your+location,17z/data=!4m2!4m1!3e0
-38.105838012109814, 145.29448946645954;"{""coordinates"": [[145.2938146443, -38.1057498787], [145.2939152176, -38.1057630144], [145.2951642887, -38.1059261449]], ""type"": ""LineString""}";-38.1058380120788;145.29448946646636;MGA2020 Zone 55;350471;5781069;Local Road;3977;Correa;Cranbourne East;6931;Council;Thistlewood Place;119;CRANBOURNE EAST;CRANBOURNE EAST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.1058380120788,145.29448946646636/@your+location,17z/data=!4m2!4m1!3e0
-38.0807114449386, 145.2641472388569;"{""coordinates"": [[145.2634634436, -38.080629046], [145.2635950031, -38.0806447135], [145.2636933706, -38.0806564263], [145.2637924795, -38.0806682274], [145.2642647752, -38.0807244803], [145.2648307027, -38.0807965339]], ""type"": ""LineString""}";-38.080711444945905;145.26414723886347;MGA2020 Zone 55;347758;5783808;Arterial Road;3975;Quarters;Lyndhurst;6933;VicRoads;Thompsons Road;121;CRANBOURNE WEST;CRANBOURNE NORTH;level 2;Road Responsibilty;https://www.google.com.au/maps/dir//-38.080711444945905,145.26414723886347/@your+location,17z/data=!4m2!4m1!3e0
-38.11150966704153, 145.24969996908249;"{""coordinates"": [[[145.2493017459, -38.1112643295], [145.2492697001, -38.1114348472]], [[145.2501758556, -38.1113849939], [145.2501382383, -38.111550487], [145.2492697001, -38.1114348472], [145.2492290394, -38.1116005054]], [[145.249228972, -38.1116007802], [145.249212279, -38.1116687898]], [[145.2501382383, -38.111550487], [145.2500995699, -38.1117206562]], [[145.2500994999, -38.1117209642], [145.2500835891, -38.1117909832]]], ""type"": ""MultiLineString""}";-38.11157372301896;145.24968404645534;MGA2020 Zone 55;346554;5780360;Local Road;3977;Quarters;Cranbourne West;6936;Council;Thurra Circuit;168;CRANBOURNE WEST;CRANBOURNE WEST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.11157372301896,145.24968404645534/@your+location,17z/data=!4m2!4m1!3e0
-38.10186895836963, 145.3049133210527;"{""coordinates"": [[145.3076320342, -38.102584831], [145.3075105094, -38.102570232], [145.3064904061, -38.1024476799], [145.3064501847, -38.1024424851], [145.3064101326, -38.1024365781], [145.3063702484, -38.1024299679], [145.3063305549, -38.1024226539], [145.3062910864, -38.1024146384], [145.3062518424, -38.1024059358], [145.3062128713, -38.1023965297], [145.3061741702, -38.1023864489], [145.3061357515, -38.1023756909], [145.3060976598, -38.1023642563], [145.3060598962, -38.1023521451], [145.3060224948, -38.1023393659], [145.3059854564, -38.1023259287], [145.3059488023, -38.1023118509], [145.305912544, -38.1022971318], [145.3058767395, -38.102281773], [145.3058413671, -38.1022657824], [145.3058064363, -38.1022491863], [145.3057720027, -38.1022319502], [145.3057380592, -38.1022141355], [145.3057046372, -38.1021957164], [145.3056717247, -38.102176718], [145.3056393812, -38.1021571338], [145.3056075822, -38.1021369808], [145.305576374, -38.1021162848], [145.3055457556, -38.1020950394], [145.3055157291, -38.1020732501], [145.3054863497, -38.1020509475], [145.3054575959, -38.1020281285], [145.305429489, -38.1020048034], [145.3054020525, -38.1019809904], [145.3053511543, -38.1019347872], [145.3053307435, -38.1019170279], [145.3052572979, -38.1018462783], [145.3052317993, -38.1018280364], [145.3052057908, -38.1018102468], [145.3051793282, -38.1017929094], [145.3051593722, -38.1017803924], [145.3051523992, -38.101776013], [145.3051249941, -38.1017595875], [145.3050971446, -38.1017436403], [145.3050688885, -38.1017281622], [145.3050402117, -38.1017131718], [145.3050111268, -38.1016986695], [145.3049299964, -38.1016671994], [145.3048138469, -38.1016225389], [145.3047064997, -38.1015865043], [145.3045105011, -38.1015420465], [145.3042806407, -38.1015115104], [145.3039654107, -38.1014690812], [145.3036184305, -38.1014215516], [145.303133577, -38.1013639893], [145.3029733927, -38.1013456803], [145.3028559019, -38.1013359489], [145.3027717847, -38.1013348994], [145.3026448676, -38.1013452541], [145.3025163849, -38.1013631352], [145.3024164967, -38.1013872141], [145.3023324953, -38.10141501], [145.3022986255, -38.1014297583], [145.3022310919, -38.1014591649], [145.302172479, -38.1014843934]], ""type"": ""LineString""}";-38.10186895837624;145.30491332105908;MGA2020 Zone 55;351377;5781526;Local Road;3977;Correa;Cranbourne East;6937;Council;Thurvaston Crescent;516;CRANBOURNE EAST;CRANBOURNE EAST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.10186895837624,145.30491332105908/@your+location,17z/data=!4m2!4m1!3e0
-38.032262511482394, 145.3089074600185;"{""coordinates"": [[145.3089840373, -38.0319822861], [145.3089586328, -38.0320752516], [145.3088308825, -38.0325427368]], ""type"": ""LineString""}";-38.03226251147562;145.3089074600218;MGA2020 Zone 55;351586;5789257;Local Road;3805;Casuarina;Narre Warren;6943;Council;Tingle Close;63;NARRE WARREN;NARRE WARREN;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.03226251147562,145.3089074600218/@your+location,17z/data=!4m2!4m1!3e0
-38.00755244503891, 145.2917221371596;"{""coordinates"": [[[145.2932852869, -38.0010056222], [145.293228619, -38.0012681667], [145.2931900639, -38.001431959]], [[145.2903048464, -38.0140876706], [145.2901475309, -38.0141896537], [145.28995564, -38.0143140475]]], ""type"": ""MultiLineString""}";-38.00770993099414;145.29168442880743;MGA2020 Zone 55;350025;5791954;Collector Road;3805;Casuarina;Narre Warren;6944;Council;Tinks Road;87;NARRE WARREN;NARRE WARREN;level 4;Road Responsibilty;https://www.google.com.au/maps/dir//-38.00770993099414,145.29168442880743/@your+location,17z/data=!4m2!4m1!3e0
-38.092981450228564, 145.34372961574348;"{""coordinates"": [[[145.3424654458, -38.0932437339], [145.3426058622, -38.0932588237]], [[145.3442765297, -38.0918910666], [145.3442584789, -38.0921113962], [145.344316876, -38.0922131744], [145.3441355431, -38.0932689551], [145.343834681, -38.0933743462]], [[145.3426061196, -38.0932588514], [145.3437619662, -38.0933830573], [145.3438346321, -38.0933743634], [145.3438346855, -38.0933743446]]], ""type"": ""MultiLineString""}";-38.09309662819182;145.34331576721755;MGA2020 Zone 55;354727;5782561;Local Road;3978;Dillwynia;Clyde North;6947;Council;Titan Drive;305;CLYDE NORTH;CLYDE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.09309662819182,145.34331576721755/@your+location,17z/data=!4m2!4m1!3e0
-38.12744394382791, 145.29149973426854;"{""coordinates"": [[[145.2886883738, -38.1210652425], [145.288770203, -38.1210731449], [145.2887915622, -38.1209274838], [145.2887137443, -38.1209158062]], [[145.288770203, -38.1210731449], [145.2887266314, -38.121605336], [145.2887066235, -38.1220166283]], [[145.2887066235, -38.1220166283], [145.28870564, -38.1220368442], [145.2887465054, -38.1223827833], [145.2889220713, -38.1229742488], [145.2893857914, -38.1241984211], [145.289752203, -38.1252085021]], [[145.2897543909, -38.1252144373], [145.2904564578, -38.1270824744], [145.2904724261, -38.1271241915], [145.2907283626, -38.1277215128], [145.2909316269, -38.1280780402], [145.2909424594, -38.1280951731]], [[145.2913156333, -38.1286538097], [145.2915030879, -38.1289022219], [145.2915546339, -38.12897178], [145.2918042821, -38.1292764737], [145.2918640267, -38.1293383151]], [[145.2920330306, -38.1295132513], [145.2922010132, -38.1296871319], [145.2929109332, -38.1303205437], [145.2948980298, -38.1319021846], [145.295531345, -38.1323606924], [145.295643793, -38.132442108], [145.2963904038, -38.1329826193]]], ""type"": ""MultiLineString""}";-38.1255226484736;145.29045756536192;MGA2020 Zone 55;350157;5778879;Highway;3977;Tooradin;Cranbourne East;6949;VicRoads;South Gippsland Highway;1471;CRANBOURNE EAST;CRANBOURNE EAST;level 1;Road Responsibilty;https://www.google.com.au/maps/dir//-38.1255226484736,145.29045756536192/@your+location,17z/data=!4m2!4m1!3e0
-38.15848168549115, 145.31773120457942;"{""coordinates"": [[145.3172202194, -38.1565384276], [145.3172751757, -38.1567036073], [145.3172901756, -38.1568003819], [145.3173442099, -38.1571489921], [145.3179861659, -38.1593596498], [145.3181927639, -38.1600614722], [145.3181894124, -38.1602374458], [145.318155083, -38.1603376222], [145.3181541563, -38.1603474731], [145.31814697, -38.1604238645]], ""type"": ""LineString""}";-38.158481685488496;145.3177312045664;MGA2020 Zone 55;352615;5775265;Local Road;3977;Cranbourne Gardens;Devon Meadows;6950;Council;South Gippsland Highway;441;DEVON MEADOWS;DEVON MEADOWS;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.158481685488496,145.3177312045664/@your+location,17z/data=!4m2!4m1!3e0
-38.1723388613, 145.33107040390001;"{""coordinates"": [[145.3311461798, -38.172291746], [145.330994628, -38.1723859766]], ""type"": ""LineString""}";-38.17233886129648;145.33107040390894;MGA2020 Zone 55;353811;5773748;Local Road;3978;Tooradin;Clyde;6952;Council;South Gippsland Highway;16;CLYDE;CLYDE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.17233886129648,145.33107040390894/@your+location,17z/data=!4m2!4m1!3e0
-38.002285617548196, 145.2525742165877;"{""coordinates"": [[[145.2524380936, -38.0008189857], [145.2525649071, -38.0028368429], [145.252644156, -38.0031601915], [145.2528552542, -38.0035247968], [145.2529386979, -38.0036257975]], [[145.2529386979, -38.0036257975], [145.2529732476, -38.0036676166]]], ""type"": ""MultiLineString""}";-38.00295346358617;145.25276153295619;MGA2020 Zone 55;346597;5792419;Freeway;3803;Waratah;Hallam;6953;VicRoads;South Gippsland Out - Princes Ramp Of;324;HALLAM;HALLAM;Freeway;Road Responsibilty;https://www.google.com.au/maps/dir//-38.00295346358617,145.25276153295619/@your+location,17z/data=!4m2!4m1!3e0
-38.13793789361173, 145.2556810904539;"{""coordinates"": [[145.2563583887, -38.1378129653], [145.2562193761, -38.1377791449], [145.2560895042, -38.1377475481], [145.2560775314, -38.1377451147], [145.2560653894, -38.1377433204], [145.2560531005, -38.1377421394], [145.2560407571, -38.1377416163], [145.2560284044, -38.1377417231], [145.2560160647, -38.1377424797], [145.256003831, -38.1377438652], [145.2559917249, -38.1377458825], [145.2559798138, -38.1377485289], [145.2559681576, -38.1377517794], [145.255956786, -38.1377556315], [145.2559457724, -38.1377600693], [145.2559351474, -38.1377650554], [145.2551317365, -38.1381845292], [145.2551863679, -38.1383042835]], ""type"": ""LineString""}";-38.13793789359112;145.25568109048456;MGA2020 Zone 55;347134;5777443;Local Road;3977;Cranbourne Gardens;Botanic Ridge;6955;Council;Sparks Court;137;BOTANIC RIDGE;BOTANIC RIDGE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.13793789359112,145.25568109048456/@your+location,17z/data=!4m2!4m1!3e0
-38.0945167166, 145.33952009375002;"{""coordinates"": [[145.3394584597, -38.0945090771], [145.3395817278, -38.0945243561]], ""type"": ""LineString""}";-38.094516716590434;145.3395200937557;MGA2020 Zone 55;354397;5782397;Local Road;3978;Dillwynia;Clyde North;6959;Council;Spillway Close;10;CLYDE NORTH;CLYDE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.094516716590434,145.3395200937557/@your+location,17z/data=!4m2!4m1!3e0
-38.02237705462161, 145.29828091773186;"{""coordinates"": [[145.2987878958, -38.0210383596], [145.2987486397, -38.0211218208], [145.2986124819, -38.0218435931], [145.2985516443, -38.0220624163], [145.2976092458, -38.0235725891], [145.2975709096, -38.0236340205]], ""type"": ""LineString""}";-38.022377054611276;145.2982809177486;MGA2020 Zone 55;350634;5790338;Local Road;3805;Casuarina;Narre Warren;6966;Council;Springwood Avenue;310;NARRE WARREN;NARRE WARREN;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.022377054611276,145.2982809177486/@your+location,17z/data=!4m2!4m1!3e0
-38.077120271784665, 145.32686445234177;"{""coordinates"": [[145.3256246208, -38.0769580119], [145.3257142266, -38.0769697397], [145.3279637116, -38.0772641336], [145.3281042835, -38.0772825346]], ""type"": ""LineString""}";-38.077120271779314;145.32686445231536;MGA2020 Zone 55;353252;5784308;Local Road;3977;Kowan;Cranbourne North;6970;Council;St Gwinear Lane;220;CRANBOURNE NORTH;CRANBOURNE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.077120271779314,145.32686445231536/@your+location,17z/data=!4m2!4m1!3e0
-38.10001555158211, 145.25027087035485;"{""coordinates"": [[[145.2492874683, -38.0998832929], [145.249428119, -38.0999022101]], [[145.249428053, -38.0999022013], [145.2511646872, -38.1001357609], [145.2512543292, -38.1001478161]]], ""type"": ""MultiLineString""}";-38.099958880287296;145.2498494923565;MGA2020 Zone 55;346545;5781649;Local Road;3977;Quarters;Cranbourne West;6973;Council;Stableford Drive;174;CRANBOURNE WEST;CRANBOURNE WEST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.099958880287296,145.2498494923565/@your+location,17z/data=!4m2!4m1!3e0
-38.09654484122344, 145.25280854080026;"{""coordinates"": [[145.2532130294, -38.0949658515], [145.2532005642, -38.095023707], [145.2530758878, -38.0956023673], [145.2530028044, -38.0959415711], [145.2529913099, -38.0959949092], [145.2528849159, -38.0962529498], [145.2528584557, -38.0963171398], [145.2528333689, -38.0964336499], [145.2527456923, -38.0968409004], [145.2527337674, -38.0968951062], [145.2527297993, -38.0969119433], [145.2527209982, -38.0969491859], [145.2527073742, -38.097003151], [145.2526929168, -38.0970569641], [145.2526776052, -38.0971106347], [145.2526614598, -38.097164164], [145.2526444703, -38.097217514], [145.2526266476, -38.0972707038], [145.2526220024, -38.0972822626], [145.252607982, -38.0973237072], [145.2525885055, -38.0973765219], [145.2525681852, -38.0974291401], [145.252547043, -38.0974815524], [145.2525250786, -38.0975337696], [145.2525023053, -38.0975857629], [145.2524891493, -38.0976163846], [145.252476701, -38.0976472115], [145.2524649945, -38.097678209], [145.2524540072, -38.0977093668], [145.2524437835, -38.0977406846], [145.2524342895, -38.0977721547], [145.252425538, -38.0978037585], [145.2524175511, -38.0978354871], [145.2524102928, -38.0978673122], [145.252380674, -38.0980048947], [145.2523579159, -38.0981106079]], ""type"": ""LineString""}";-38.096544841235925;145.25280854078724;MGA2020 Zone 55;346797;5782033;Local Road;3977;Quarters;Cranbourne West;6977;Council;Stanford Street;357;CRANBOURNE WEST;CRANBOURNE WEST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.096544841235925,145.25280854078724/@your+location,17z/data=!4m2!4m1!3e0
-38.169316276400586, 145.29728107936205;"{""coordinates"": [[145.2883941306, -38.1681927261], [145.2884921228, -38.1682051258], [145.3008738642, -38.1697711949], [145.3009587452, -38.1697819261], [145.3010450848, -38.1697928329], [145.3060567278, -38.1704258106], [145.306080846, -38.1703155923]], ""type"": ""LineString""}";-38.169316276419515;145.29728107941503;MGA2020 Zone 55;350846;5774030;Local Road;3977;Cranbourne Gardens;Devon Meadows;6978;Council;Stanley Road;1579;DEVON MEADOWS;DEVON MEADOWS;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.169316276419515,145.29728107941503/@your+location,17z/data=!4m2!4m1!3e0
-38.046012838349995, 145.25199284180002;"{""coordinates"": [[145.2520035016, -38.0459380461], [145.251982182, -38.0460876306]], ""type"": ""LineString""}";-38.04601283834438;145.2519928417942;MGA2020 Zone 55;346620;5787639;Local Road;3975;River Gum;Lynbrook;6980;Council;Stelvio Close;16;LYNBROOK;LYNBROOK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.04601283834438,145.2519928417942/@your+location,17z/data=!4m2!4m1!3e0
