Location Coordinate;Feature Extent;Latitude Coordinate;Longitude Coordinate;Road Name;Installed Year;Range;Counter Type;Installed Date;Easting Coordinate;Northing Coordinate;Projection;Postcode;85th Percentile (Kmh);Volume in 12Hours;Volume in 24Hours;Commercial Vehicles (%);Peak Volume (%);GISFid
-38.1493386317, 145.263973212;"{""coordinates"": [145.263973212, -38.1493386317], ""type"": ""Point""}";-38.14933863172507;145.2639732119877;Smiths Lane   Botanic Ridge;2019;Between 50km/h and 60km/h;W;2019-05-22;347886;5776193;MGA2020 zone 55;3977;50.0;898;1127;5.9;9.94;755
-38.0040649105, 145.264856504;"{""coordinates"": [145.264856504, -38.0040649105], ""type"": ""Point""}";-38.00406491052975;145.26485650403154;Princes Domain Drive;2018;Between 30km/h and 40km/h;W;2018-08-10;347662;5792314;MGA2020 zone 55;3803;37.0;3200;3999;2.4;8.35;771
-38.1364353389, 145.2563217894;"{""coordinates"": [145.2563217894, -38.1364353389], ""type"": ""Point""}";-38.13643533892108;145.25632178935564;Settlers Run;2019;Between 40km/h and 50km/h;W;2019-11-12;347188;5777612;MGA2020 zone 55;3977;45.1;1759;2277;8.94;9.3;776
-38.0042433478, 145.300910905;"{""coordinates"": [145.300910905, -38.0042433478], ""type"": ""Point""}";-38.004243347833736;145.3009109050123;Josephine Avenue, Nw;2019;Between 50km/h and 60km/h;W;2019-02-14;350828;5792353;MGA2020 zone 55;3805;58.0;3190;4248;5.1;13.06;794
-38.0290030228, 145.3362367448;"{""coordinates"": [145.3362367448, -38.0290030228], ""type"": ""Point""}";-38.029003022805966;145.33623674483215;Wilson Botanic Park Access Road;2019;Between 40km/h and 50km/h;W;2019-11-12;353979;5789662;MGA2020 zone 55;3806;41.7;510;561;1.55;11.96;815
-38.1298852493, 145.3199855046;"{""coordinates"": [145.3199855046, -38.1298852493], ""type"": ""Point""}";-38.12988524934443;145.31998550455606;Grande Belmonde Avenue;2021;Between 50km/h and 60km/h;W;2021-03-23;352755;5778442;MGA2020 zone 55;3978;50.9;1109;1358;8.4;10.24;828
-38.0733996098, 145.3254116982;"{""coordinates"": [145.3254116982, -38.0733996098], ""type"": ""Point""}";-38.07339960977371;145.3254116981788;Glasscocks Road;2021;More than 60km/h;W;2021-03-25;353117;5784718;MGA2020 zone 55;3977;74.1;9004;11518;6.7;9.63;829
-38.0503177208, 145.3518260638;"{""coordinates"": [145.3518260638, -38.0503177208], ""type"": ""Point""}";-38.050317720785834;145.35182606379615;Strathavan Drive;2021;Between 50km/h and 60km/h;W;2021-03-23;355389;5787321;MGA2020 zone 55;3806;55.4;319;421;5.6;11.47;849
-38.11401034, 145.2415685479;"{""coordinates"": [145.2415685479, -38.11401034], ""type"": ""Point""}";-38.11401033999975;145.2415685479413;Bradman Drive;2021;Between 50km/h and 60km/h;W;2021-03-26;345848;5780076;MGA2020 zone 55;3977;59.7;2222;2778;7.0;14.62;883
-37.9918680024, 145.2600910235;"{""coordinates"": [145.2600910235, -37.9918680024], ""type"": ""Point""}";-37.991868002440455;145.26009102347538;Arthur Phillip Drive;2022;Between 30km/h and 40km/h;W;2022-02-22;347218;5793660;MGA2020 zone 55;3802;35.2;70;94;5.84;8.42;903
-38.0712596242, 145.3413269277;"{""coordinates"": [145.3413269277, -38.0712596242], ""type"": ""Point""}";-38.071259624233896;145.34132692771874;Skyline Way;2019;Between 40km/h and 50km/h;W;2019-11-12;354509;5784981;MGA2020 zone 55;3806;40.3;2273;2769;3.33;15.85;914
-38.086162, 145.335339;"{""coordinates"": [145.335339, -38.086162], ""type"": ""Point""}";-38.08616199999634;145.3353389999976;Anfield Road;2024;Between 30km/h and 40km/h;W;2024-08-21;354013;5783318;MGA2020 zone 55;3978;37.1;302;356;12.55;10.87;1386
-38.04389, 145.353923;"{""coordinates"": [145.353923, -38.04389], ""type"": ""Point""}";-38.043889999996374;145.35392299999768;Fairholme Boulevard;2024;Between 40km/h and 50km/h;W;2024-08-17;355560;5788037;MGA2020 zone 55;3806;46.2;1938;2193;5.41;20.71;1414
-38.045718, 145.267077;"{""coordinates"": [145.267077, -38.045718], ""type"": ""Point""}";-38.04571799999618;145.26707699999707;Horizon Boulevard;2024;Between 40km/h and 50km/h;W;2024-08-21;347943;5787696;MGA2020 zone 55;3976;44.4;537;689;4.9;9.82;1437
-38.143222, 145.242722;"{""coordinates"": [145.242722, -38.143222], ""type"": ""Point""}";-38.143221999996065;145.2427219999969;Keipha Road;2024;Between 30km/h and 40km/h;W;2024-06-13;346010;5776836;MGA2020 zone 55;3977;38.4;35;39;16.48;39.53;1445
-38.06666645, 145.3116101244;"{""coordinates"": [145.3116101244, -38.06666645], ""type"": ""Point""}";-38.06666645004414;145.3116101244224;Robinswood Parade;2018;Between 50km/h and 60km/h;W;2018-05-18;351893;5785443;MGA2020 zone 55;3805;55.0;1301;1619;1.5;13.22;71
-37.9877051782, 145.2668277467;"{""coordinates"": [145.2668277467, -37.9877051782], ""type"": ""Point""}";-37.98770517821488;145.26682774674427;James Cook Drive;2019;Between 50km/h and 60km/h;W;2019-05-17;347801;5794133;MGA2020 zone 55;3802;57.0;3908;4851;3.7;12.27;103
-38.2118418897, 145.337342575;"{""coordinates"": [145.337342575, -38.2118418897], ""type"": ""Point""}";-38.21184188965312;145.33734257496684;Warneet Road;2019;More than 60km/h;W;2019-11-12;354439;5769375;MGA2020 zone 55;3980;64.9;1557;1991;5.01;9.12;109
-38.067969119, 145.3077426338;"{""coordinates"": [145.3077426338, -38.067969119], ""type"": ""Point""}";-38.06796911903349;145.30774263377037;Robinswood Parade;2019;Between 40km/h and 50km/h;W;2019-05-30;351556;5785293;MGA2020 zone 55;3805;46.9;6398;7848;1.8;11.57;125
-38.0003966494, 145.3185908696;"{""coordinates"": [145.3185908696, -38.0003966494], ""type"": ""Point""}";-38.00039664937379;145.31859086957138;Amber Crescent  Narre Warren;2018;Between 50km/h and 60km/h;W;2018-03-14;352372;5792808;MGA2020 zone 55;3805;55.3;478;626;4.98;10.22;135
-38.1123893265, 145.3219332554;"{""coordinates"": [145.3219332554, -38.1123893265], ""type"": ""Point""}";-38.11238932647618;145.32193325544918;Mackillop Way, Clyde North;2019;Between 50km/h and 60km/h;W;2019-05-30;352890;5780386;MGA2020 zone 55;3978;53.3;1868;2254;2.7;15.75;150
-38.0912338643, 145.3491509803;"{""coordinates"": [145.3491509803, -38.0912338643], ""type"": ""Point""}";-38.0912338642652;145.34915098025178;Thompsons Road Clyde North;2018;More than 60km/h;W;2018-03-14;355235;5782776;MGA2020 zone 55;3978;68.0;4311;4777;18.21;10.61;172
-38.0059540022, 145.2783230211;"{""coordinates"": [145.2783230211, -38.0059540022], ""type"": ""Point""}";-38.00595400222376;145.27832302106546;Marson Crescent;2022;Between 40km/h and 50km/h;W;2022-02-22;348848;5792127;MGA2020 zone 55;3803;48.5;412;565;4.08;8.06;257
-38.0542110005, 145.3542500192;"{""coordinates"": [145.3542500192, -38.0542110005], ""type"": ""Point""}";-38.05421100050017;145.3542500191848;Barton Mews;2022;Less than 30km/h;W;2022-02-22;355609;5786893;MGA2020 zone 55;3806;29.2;127;158;5.46;18.34;311
-38.0259720034, 145.3502320333;"{""coordinates"": [145.3502320333, -38.0259720034], ""type"": ""Point""}";-38.025972003441055;145.35023203326122;Lyall Road;2022;More than 60km/h;W;2022-02-22;355201;5790020;MGA2020 zone 55;3806;62.0;5691;7057;6.79;9.25;312
-38.1105230028, 145.3145320113;"{""coordinates"": [145.3145320113, -38.1105230028], ""type"": ""Point""}";-38.11052300278617;145.31453201128065;Heather Grove;2022;Between 40km/h and 50km/h;W;2022-02-22;352238;5780582;MGA2020 zone 55;3977;44.2;3924;4859;4.29;17.09;381
-38.0920790028, 145.258203025;"{""coordinates"": [145.258203025, -38.0920790028], ""type"": ""Point""}";-38.09207900280486;145.25820302495157;Fairhaven Boulevard;2022;Between 50km/h and 60km/h;W;2022-02-22;347261;5782537;MGA2020 zone 55;3977;56.4;878;1240;13.59;9.17;406
-38.0884070032, 145.2565870317;"{""coordinates"": [145.2565870317, -38.0884070032], ""type"": ""Point""}";-38.0884070032454;145.25658703171496;Evans Road;2022;More than 60km/h;W;2022-02-22;347111;5782942;MGA2020 zone 55;3977;74.6;19001;25680;5.26;8.45;410
-38.1794030041, 145.3145200223;"{""coordinates"": [145.3145200223, -38.1794030041], ""type"": ""Point""}";-38.17940300413069;145.31452002232837;Fisheries Road;2022;More than 60km/h;W;2022-02-22;352376;5772938;MGA2020 zone 55;3977;86.4;4884;6264;7.41;9.43;416
-38.0729389998, 145.3095620114;"{""coordinates"": [145.3095620114, -38.0729389998], ""type"": ""Point""}";-38.07293899984708;145.3095620113868;Nurture Avenue;2022;Between 40km/h and 50km/h;W;2022-05-19;351726;5784744;MGA2020 zone 55;3977;47.4;1072;1189;9.09;16.3;427
-38.1118190027, 145.3377700277;"{""coordinates"": [145.3377700277, -38.1118190027], ""type"": ""Point""}";-38.111819002689785;145.3377700276901;Heather Grove;2022;Between 40km/h and 50km/h;W;2022-05-19;354278;5780474;MGA2020 zone 55;3978;44.8;3848;5039;5.03;9.09;428
-38.0604460022, 145.2441830056;"{""coordinates"": [145.2441830056, -38.0604460022], ""type"": ""Point""}";-38.06044600219238;145.244183005603;Carbine Way;2022;Between 40km/h and 50km/h;W;2022-05-19;345965;5786024;MGA2020 zone 55;3975;49.9;610;747;10.24;27.18;432
-38.0811750022, 145.3154490289;"{""coordinates"": [145.3154490289, -38.0811750022], ""type"": ""Point""}";-38.08117500216304;145.31544902889175;William Thwaites Boulevard;2022;More than 60km/h;W;2022-05-19;352259;5783840;MGA2020 zone 55;3977;60.6;2599;3290;6.19;9.54;445
-38.1204160017, 145.2559760142;"{""coordinates"": [145.2559760142, -38.1204160017], ""type"": ""Point""}";-38.1204160016697;145.25597601423445;Brookland Greens Boulevard;2022;Between 50km/h and 60km/h;W;2022-05-20;347124;5779389;MGA2020 zone 55;3977;50.4;1041;1274;7.53;9.67;462
-38.0451810032, 145.2615830342;"{""coordinates"": [145.2615830342, -38.0451810032], ""type"": ""Point""}";-38.04518100317816;145.26158303421852;Olive Road;2022;More than 60km/h;W;2022-05-20;347460;5787747;MGA2020 zone 55;3975;62.4;937;1262;10.87;11.71;474
-38.2136660021, 145.3388020537;"{""coordinates"": [145.3388020537, -38.2136660021], ""type"": ""Point""}";-38.213666002081915;145.33880205369513;Fishermans Drive;2022;Between 40km/h and 50km/h;W;2022-08-24;354571;5769174;MGA2020 zone 55;3980;46.7;260;311;6.72;11.11;494
-37.9833350027, 145.379861039;"{""coordinates"": [145.379861039, -37.9833350027], ""type"": ""Point""}";-37.983335002717425;145.37986103900002;Chadwick Road;2022;Between 30km/h and 40km/h;W;2022-08-24;357719;5794797;MGA2020 zone 55;3806;34.9;29;30;3.79;25.0;525
-37.9799210052, 145.317196033;"{""coordinates"": [145.317196033, -37.9799210052], ""type"": ""Point""}";-37.979921005231034;145.31719603304057;Main Street;2022;Between 50km/h and 60km/h;W;2022-09-08;352209;5795078;MGA2020 zone 55;3804;52.8;1089;1199;5.79;12.07;544
-38.089464122, 145.265336574;"{""coordinates"": [145.265336574, -38.089464122], ""type"": ""Point""}";-38.089464122037754;145.26533657400742;Calais Circuit;2018;Between 40km/h and 50km/h;W;2018-05-10;347881;5782839;MGA2020 zone 55;3977;44.3;1063;1428;3.93;10.15;583
-38.1085419193, 145.3041445624;"{""coordinates"": [145.3041445624, -38.1085419193], ""type"": ""Point""}";-38.10854191928459;145.30414456238037;Statesman Circuit;2019;Between 40km/h and 50km/h;W;2019-05-16;351323;5780785;MGA2020 zone 55;3977;47.0;137;155;4.2;34.19;598
-38.0807875515, 145.3676950037;"{""coordinates"": [145.3676950037, -38.0807875515], ""type"": ""Point""}";-38.08078755153092;145.36769500367387;Glenrose Boulevard;2019;Between 40km/h and 50km/h;W;2019-11-12;356841;5783964;MGA2020 zone 55;3978;49.1;950;1327;2.94;9.3;607
-38.0341072543, 145.2547019834;"{""coordinates"": [145.2547019834, -38.0341072543], ""type"": ""Point""}";-38.034107254321;145.25470198338147;Fordholm Road;2019;Between 40km/h and 50km/h;W;2019-05-30;346833;5788964;MGA2020 zone 55;3976;47.4;1110;1404;3.4;11.18;626
-38.0291171627, 145.3496142558;"{""coordinates"": [145.3496142558, -38.0291171627], ""type"": ""Point""}";-38.02911716274235;145.34961425577197;Peel Street;2018;Between 50km/h and 60km/h;W;2018-08-15;355153;5789670;MGA2020 zone 55;3806;55.0;2455;2813;5.9;12.33;633
-38.0888418204, 145.2616845915;"{""coordinates"": [145.2616845915, -38.0888418204], ""type"": ""Point""}";-38.08884182042334;145.26168459151666;Taplan Crescent;2021;Between 40km/h and 50km/h;W;2021-03-26;347559;5782902;MGA2020 zone 55;3977;49.9;197;279;3.3;9.7;846
-38.0024199506, 145.3231220967;"{""coordinates"": [145.3231220967, -38.0024199506], ""type"": ""Point""}";-38.00241995058656;145.32312209669422;Montbrae Circuit;2021;Between 50km/h and 60km/h;W;2021-03-26;352774;5792591;MGA2020 zone 55;3804;52.1;442;578;8.0;8.3;859
-38.1044153632, 145.2896602021;"{""coordinates"": [145.2896602021, -38.1044153632], ""type"": ""Point""}";-38.10441536316596;145.28966020206371;Marklin Street;2021;Between 50km/h and 60km/h;W;2021-03-26;350045;5781219;MGA2020 zone 55;3977;53.3;337;423;7.4;11.18;863
-37.9645242341, 145.2666044212;"{""coordinates"": [145.2666044212, -37.9645242341], ""type"": ""Point""}";-37.96452423412916;145.26660442124611;Inverness Street;2021;Between 40km/h and 50km/h;W;2021-03-17;347733;5796705;MGA2020 zone 55;3802;47.2;132;167;6.5;13.1;865
-38.1111705969, 145.3322262249;"{""coordinates"": [145.3322262249, -38.1111705969], ""type"": ""Point""}";-38.11117059690224;145.33222622492622;Heather Grove;2021;Between 50km/h and 60km/h;W;2021-03-23;353790;5780538;MGA2020 zone 55;3978;54.7;5758;7706;5.3;8.26;868
-38.115558728, 145.2341665274;"{""coordinates"": [145.2341665274, -38.115558728], ""type"": ""Point""}";-38.115558727986176;145.23416652741227;Bacchus Road;2021;Between 50km/h and 60km/h;W;2021-03-26;345202;5779892;MGA2020 zone 55;3977;53.1;261;353;2.3;9.14;891
-38.0292986536, 145.3084618583;"{""coordinates"": [145.3084618583, -38.0292986536], ""type"": ""Point""}";-38.029298653560815;145.30846185827738;Sweeney Drive;2019;Between 40km/h and 50km/h;W;2019-03-19;351541;5789585;MGA2020 zone 55;3805;48.0;55;77;8.0;14.29;1001
-38.0227791371, 145.3127961472;"{""coordinates"": [145.3127961472, -38.0227791371], ""type"": ""Point""}";-38.022779137138535;145.3127961472413;Victor Crescent;2022;Between 50km/h and 60km/h;W;2022-10-21;351909;5790315;MGA2020 zone 55;3805;54.3;387;504;18.04;11.01;1031
-38.0823701383, 145.2914381502;"{""coordinates"": [145.2914381502, -38.0823701383], ""type"": ""Point""}";-38.08237013826016;145.29143815015377;Carey Street;2022;Between 50km/h and 60km/h;W;2022-10-21;350155;5783668;MGA2020 zone 55;3977;56.5;764;913;12.06;15.96;1039
-38.0138551348, 145.3471301522;"{""coordinates"": [145.3471301522, -38.0138551348], ""type"": ""Point""}";-38.0138551347952;145.34713015224042;Old Coach Road;2022;Between 50km/h and 60km/h;W;2022-11-01;354905;5791360;MGA2020 zone 55;3806;59.1;74;150;23.74;14.16;1043
-38.0176671355, 145.3367051508;"{""coordinates"": [145.3367051508, -38.0176671355], ""type"": ""Point""}";-38.017667135500425;145.33670515084611;Ernst Wanke Road;2023;More than 60km/h;W;2023-02-07;353997;5790920;MGA2020 zone 55;3806;71.6;4359;5299;2.31;9.98;1056
-37.9969691424, 145.2389531315;"{""coordinates"": [145.2389531315, -37.9969691424], ""type"": ""Point""}";-37.99696914244021;145.23895313147585;Fugosia Street;2023;Between 40km/h and 50km/h;W;2023-02-07;345372;5793059;MGA2020 zone 55;3177;43.5;715;930;5.47;15.22;1071
-38.0269041375, 145.3077861468;"{""coordinates"": [145.3077861468, -38.0269041375], ""type"": ""Point""}";-38.02690413746262;145.30778614682617;Princess Highway Service Road;2023;Between 40km/h and 50km/h;W;2023-02-07;351477;5789850;MGA2020 zone 55;3805;42.6;69;88;2.61;9.0;1093
-38.1696911421, 145.2288361489;"{""coordinates"": [145.2288361489, -38.1696911421], ""type"": ""Point""}";-38.16969114207772;145.2288361489106;North Road;2023;More than 60km/h;W;2023-02-08;344850;5773876;MGA2020 zone 55;3977;85.6;6611;8133;12.36;10.09;1104
-38.170925142, 145.2297981492;"{""coordinates"": [145.2297981492, -38.170925142], ""type"": ""Point""}";-38.17092514200332;145.22979814921717;Middle Road;2023;Between 40km/h and 50km/h;W;2023-02-08;344937;5773741;MGA2020 zone 55;3912;42.1;65;73;1.69;10.39;1105
-38.0847821388, 145.283281149;"{""coordinates"": [145.283281149, -38.0847821388], ""type"": ""Point""}";-38.084782138813736;145.28328114899466;Springhill Drive;2023;Between 50km/h and 60km/h;W;2023-05-09;349445;5783388;MGA2020 zone 55;3977;58.0;6174;7927;18.74;10.52;1110
-38.1242701373, 145.3009491565;"{""coordinates"": [145.3009491565, -38.1242701373], ""type"": ""Point""}";-38.12427013733863;145.30094915649914;Lineham Drive;2023;More than 60km/h;W;2023-05-09;351075;5779034;MGA2020 zone 55;3977;64.7;2752;3499;27.08;12.03;1123
-38.0287971374, 145.3084431472;"{""coordinates"": [145.3084431472, -38.0287971374], ""type"": ""Point""}";-38.02879713740509;145.30844314715202;Moran Street;2023;Between 50km/h and 60km/h;W;2023-05-11;351539;5789641;MGA2020 zone 55;3805;55.4;103;136;31.27;11.04;1132
-38.1226091325, 145.3707661686;"{""coordinates"": [145.3707661686, -38.1226091325], ""type"": ""Point""}";-38.12260913246961;145.37076616855185;Watercolour Boulevard;2023;Between 50km/h and 60km/h;W;2023-05-09;357191;5779328;MGA2020 zone 55;3978;57.2;1126;1432;30.0;9.15;1138
-38.0915791384, 145.2879001506;"{""coordinates"": [145.2879001506, -38.0915791384], ""type"": ""Point""}";-38.09157913844993;145.28790015056174;Cleopatra Drive;2023;More than 60km/h;W;2023-05-09;349864;5782641;MGA2020 zone 55;3977;63.6;3943;4894;18.03;13.72;1141
-37.9646011401, 145.2747571341;"{""coordinates"": [145.2747571341, -37.9646011401], ""type"": ""Point""}";-37.964601140149995;145.27475713412795;Showjump Crescent;2023;More than 60km/h;W;2023-05-10;348450;5796710;MGA2020 zone 55;3802;66.1;220;286;23.75;10.53;1147
-38.0214831348, 145.3457741529;"{""coordinates"": [145.3457741529, -38.0214831348], ""type"": ""Point""}";-38.02148313484286;145.3457741528559;Harkaway Road;2023;More than 60km/h;W;2023-07-26;354801;5790511;MGA2020 zone 55;3806;62.0;12992;15580;7.02;10.72;1160
-38.1188321377, 145.2967241552;"{""coordinates"": [145.2967241552, -38.1188321377], ""type"": ""Point""}";-38.1188321376668;145.29672415515074;Elmslie Drive;2023;Between 50km/h and 60km/h;W;2023-07-30;350693;5779631;MGA2020 zone 55;3977;52.9;1900;2283;2.22;17.11;1179
-37.9859741411, 145.2595641339;"{""coordinates"": [145.2595641339, -37.9859741411], ""type"": ""Point""}";-37.985974141075204;145.2595641338524;John Edgcumbe Way;2023;Between 50km/h and 60km/h;W;2023-07-26;347160;5794313;MGA2020 zone 55;3802;53.2;698;834;1.41;14.08;1189
-38.0021441406, 145.2650151366;"{""coordinates"": [145.2650151366, -38.0021441406], ""type"": ""Point""}";-38.00214414059593;145.2650151366003;Cornwall Street;2023;Between 40km/h and 50km/h;W;2023-07-26;347672;5792528;MGA2020 zone 55;3803;44.2;541;648;6.87;10.62;1193
-38.0302821416, 145.2476071367;"{""coordinates"": [145.2476071367, -38.0302821416], ""type"": ""Point""}";-38.030282141632874;145.2476071366867;Robjant Street;2023;Between 50km/h and 60km/h;W;2023-07-26;346202;5789377;MGA2020 zone 55;3976;54.8;594;796;2.29;10.4;1198
-38.1950471417, 145.2313341522;"{""coordinates"": [145.2313341522, -38.1950471417], ""type"": ""Point""}";-38.19504714174823;145.23133415217654;Victoria Road;2023;Between 40km/h and 50km/h;W;2023-07-30;345122;5771066;MGA2020 zone 55;3912;49.5;118;140;4.56;15.0;1210
-38.045872, 145.33794;"{""coordinates"": [145.33794, -38.045872], ""type"": ""Point""}";-38.04587199999635;145.33793999999762;County Drive;2023;Between 50km/h and 60km/h;W;2023-10-22;354162;5787793;MGA2020 zone 55;3806;52.8;2754;3448;2.51;332.0;1213
-38.071745, 145.345366;"{""coordinates"": [145.345366, -38.071745], ""type"": ""Point""}";-38.07174499999633;145.34536599999765;Wurundjeri Boulevard;2023;Between 50km/h and 60km/h;W;2023-10-22;354864;5784933;MGA2020 zone 55;3806;54.7;1951;2344;4.38;468.0;1215
-38.073338, 145.355523;"{""coordinates"": [145.355523, -38.073338], ""type"": ""Point""}";-38.07333799999637;145.35552299999773;Wurundjeri Boulevard;2023;Between 40km/h and 50km/h;W;2023-10-22;355758;5784772;MGA2020 zone 55;3806;43.6;2128;2673;3.35;339.0;1216
-38.098397, 145.332294;"{""coordinates"": [145.332294, -38.098397], ""type"": ""Point""}";-38.098396999996304;145.33229399999755;Frizzle Lane;2023;Less than 30km/h;W;2023-10-22;353771;5781955;MGA2020 zone 55;3978;21.9;21;32;2.78;4.0;1225
-38.084222, 145.270674;"{""coordinates"": [145.270674, -38.084222], ""type"": ""Point""}";-38.08422199999615;145.2706739999971;Lesdon Avenue;2023;Between 50km/h and 60km/h;W;2023-10-19;348338;5783429;MGA2020 zone 55;3977;57.1;2401;2928;6.28;526.0;1227
-38.108447, 145.286606;"{""coordinates"": [145.286606, -38.108447], ""type"": ""Point""}";-38.10844699999616;145.28660599999722;Stawell Street;2023;Between 40km/h and 50km/h;W;2023-10-19;349785;5780767;MGA2020 zone 55;3977;45.6;4353;5317;2.86;494.0;1228
-38.119178, 145.2956;"{""coordinates"": [145.2956, -38.119178], ""type"": ""Point""}";-38.119177999996204;145.2955999999973;Parkhurst Drive;2023;Between 40km/h and 50km/h;W;2023-10-22;350595;5779591;MGA2020 zone 55;3977;46.8;1341;1706;4.28;305.0;1234
-38.099634, 145.261276;"{""coordinates"": [145.261276, -38.099634], ""type"": ""Point""}";-38.09963399999613;145.26127599999705;Cirai Crescent;2023;Between 40km/h and 50km/h;W;2023-10-19;347546;5781704;MGA2020 zone 55;3977;48.6;463;593;3.41;63.0;1240
-38.063726, 145.290257;"{""coordinates"": [145.290257, -38.063726], ""type"": ""Point""}";-38.06372599999623;145.29025699999727;Community Parade;2023;Between 40km/h and 50km/h;W;2023-10-22;350014;5785735;MGA2020 zone 55;3805;48.0;1399;1756;7.59;353.0;1256
-38.204832, 145.240353;"{""coordinates"": [145.240353, -38.204832], ""type"": ""Point""}";-38.20483199999602;145.24035299999684;Hann Street;2023;Between 30km/h and 40km/h;W;2023-10-25;345933;5769996;MGA2020 zone 55;3912;39.7;194;226;7.25;26.0;1259
-38.155469, 145.306821;"{""coordinates"": [145.306821, -38.155469], ""type"": ""Point""}";-38.1554689999962;145.30682099999743;Browns Road;2024;Between 50km/h and 60km/h;W;2024-02-05;351653;5775582;MGA2020 zone 55;3977;57.3;2983;3672;8.9;472.0;1271
-38.07245, 145.362184;"{""coordinates"": [145.362184, -38.07245], ""type"": ""Point""}";-38.07244999999637;145.3621839999977;Carnival Boulevard;2024;Between 40km/h and 50km/h;W;2024-02-07;356341;5784881;MGA2020 zone 55;3806;43.7;2003;2544;9.58;292.0;1275
-37.950574, 145.248234;"{""coordinates"": [145.248234, -37.950574], ""type"": ""Point""}";-37.95057399999616;145.2482339999969;Churchill Park Drive;2024;More than 60km/h;W;2024-02-05;346091;5798223;MGA2020 zone 55;3156;78.7;7991;9836;5.29;1308.0;1277
-38.055526, 145.330636;"{""coordinates"": [145.330636, -38.055526], ""type"": ""Point""}";-38.05552599999633;145.3306359999975;Domain Drive;2024;Between 40km/h and 50km/h;W;2024-02-07;353540;5786710;MGA2020 zone 55;3806;49.7;1897;2466;3.79;309.0;1279
-38.101307, 145.279279;"{""coordinates"": [145.279279, -38.101307], ""type"": ""Point""}";-38.10130699999616;145.2792789999972;Duff Street;2024;Between 40km/h and 50km/h;W;2024-02-05;349128;5781547;MGA2020 zone 55;3977;42.6;1723;2261;8.81;188.0;1281
-38.177259, 145.249369;"{""coordinates"": [145.249369, -38.177259], ""type"": ""Point""}";-38.17725899999605;145.24936899999696;East Road;2024;Between 40km/h and 50km/h;W;2024-02-05;346664;5773070;MGA2020 zone 55;3912;41.8;73;92;9.97;10.0;1282
-38.115551, 145.315964;"{""coordinates"": [145.315964, -38.115551], ""type"": ""Point""}";-38.115550999996266;145.31596399999745;Fiorelli Boulevard;2024;Between 40km/h and 50km/h;W;2024-02-05;352373;5780026;MGA2020 zone 55;3977;49.6;1245;1572;2.2;328.0;1284
-38.077056, 145.286222;"{""coordinates"": [145.286222, -38.077056], ""type"": ""Point""}";-38.077055999996205;145.28622199999725;Godwin Crescent;2024;Between 50km/h and 60km/h;W;2024-02-05;349687;5784250;MGA2020 zone 55;3977;53.7;651;842;2.75;83.0;1286
-38.062651, 145.312076;"{""coordinates"": [145.312076, -38.062651], ""type"": ""Point""}";-38.062650999996286;145.3120759999974;Heritage Drive;2024;Between 50km/h and 60km/h;W;2024-02-07;351926;5785890;MGA2020 zone 55;3805;56.0;1157;1420;5.53;222.0;1289
-38.036216, 145.321703;"{""coordinates"": [145.321703, -38.036216], ""type"": ""Point""}";-38.03621599999633;145.32170299999748;Lantana Drive;2024;Between 40km/h and 50km/h;W;2024-02-07;352717;5788838;MGA2020 zone 55;3805;45.4;136;180;3.39;15.0;1296
-38.056413, 145.291698;"{""coordinates"": [145.291698, -38.056413], ""type"": ""Point""}";-38.05641299999624;145.29169799999727;Raleigh Drive;2024;Between 50km/h and 60km/h;W;2024-02-07;350125;5786549;MGA2020 zone 55;3805;58.0;1380;1807;3.6;209.0;1309
-37.989649, 145.260863;"{""coordinates"": [145.260863, -37.989649], ""type"": ""Point""}";-37.989648999996184;145.26086299999704;Robert Molyneux Avenue;2024;Between 40km/h and 50km/h;W;2024-02-05;347281;5793908;MGA2020 zone 55;3802;47.6;977;1309;4.65;117.0;1310
-38.058231, 145.245618;"{""coordinates"": [145.245618, -38.058231], ""type"": ""Point""}";-38.058230999996105;145.2456179999969;Waterbush Crescent;2024;Between 40km/h and 50km/h;W;2024-02-05;346086;5786272;MGA2020 zone 55;3975;48.5;681;887;4.63;88.0;1316
-38.072699, 145.364379;"{""coordinates"": [145.364379, -38.072699], ""type"": ""Point""}";-38.07269899999638;145.3643789999978;Carnival Boulevard;2024;Between 40km/h and 50km/h;W;2024-05-17;356534;5784857;MGA2020 zone 55;3806;47.7;1458;1780;7.5;208.0;1326
-38.114279, 145.270622;"{""coordinates"": [145.270622, -38.114279], ""type"": ""Point""}";-38.11427899999614;145.2706219999971;Cemetry Road;2024;More than 60km/h;W;2024-05-10;348396;5780094;MGA2020 zone 55;3977;70.9;692;991;11.68;146.0;1327
-38.077878, 145.276475;"{""coordinates"": [145.276475, -38.077878], ""type"": ""Point""}";-38.07787799999618;145.27647499999713;Courtenay Avenue;2024;Between 50km/h and 60km/h;W;2024-05-12;348834;5784143;MGA2020 zone 55;3977;50.9;749;965;3.74;94.0;1332
-38.034336, 145.310454;"{""coordinates"": [145.310454, -38.034336], ""type"": ""Point""}";-38.0343359999963;145.3104539999974;Wesley Drive;2024;Between 30km/h and 40km/h;W;2024-05-17;351726;5789029;MGA2020 zone 55;3805;33.4;80;94;2.9;11.0;1384
